,Close
0,134.13999938964844
1,134.19000244140625
2,134.0500030517578
3,133.85000610351562
4,133.44000244140625
5,133.83999633789062
6,133.52999877929688
7,133.72000122070312
8,136.1199951171875
9,135.36000061035156
10,135.44000244140625
11,136.41000366210938
12,135.5399932861328
13,137.4199981689453
14,136.75999450683594
15,137.1699981689453
16,137.4199981689453
17,137.3000030517578
18,137.72000122070312
19,138.24000549316406
20,138.7899932861328
21,139.60000610351562
22,139.32000732421875
23,139.72000122070312
24,139.99000549316406
25,139.83999633789062
26,139.94000244140625
27,138.50999450683594
28,139.58999633789062
29,139.52999877929688
30,140.33999633789062
31,140.32000732421875
32,141.75999450683594
33,142.64999389648438
34,142.41000366210938
35,142.0500030517578
36,142.27999877929688
37,141.72999572753906
38,141.85000610351562
39,141.1699981689453
40,140.77999877929688
41,141.0399932861328
42,139.9199981689453
43,139.5800018310547
44,139.38999938964844
45,141.4199981689453
46,140.9600067138672
47,142.27000427246094
48,143.8000030517578
49,143.67999267578125
50,145.47000122070312
51,146.49000549316406
52,146.55999755859375
53,147.6999969482422
54,150.25
55,152.4600067138672
56,152.77999877929688
57,151.8000030517578
58,150.85000610351562
59,150.24000549316406
60,151.05999755859375
61,150.47999572753906
62,150.2899932861328
63,150.0399932861328
64,150.3300018310547
65,150.19000244140625
66,149.77999877929688
67,144.85000610351562
68,147.66000366210938
69,148.05999755859375
70,148.24000549316406
71,148.07000732421875
72,150.0399932861328
73,151.9600067138672
74,152.1300048828125
75,152.3800048828125
76,151.4600067138672
77,151.52999877929688
78,153.61000061035156
79,153.6300048828125
80,152.80999755859375
81,153.1199951171875
82,154.7100067138672
83,149.60000610351562
84,148.44000244140625
85,150.67999267578125
86,150.25
87,149.8000030517578
88,150.63999938964844
89,152.8699951171875
90,152.25
91,153.91000366210938
92,153.39999389648438
93,155.07000732421875
94,153.58999633789062
95,150.5800018310547
96,153.24000549316406
97,151.0399932861328
98,150.97999572753906
99,148.42999267578125
100,150.33999633789062
101,148.82000732421875
102,151.44000244140625
103,153.5
104,155.27000427246094
105,158.89999389648438
106,159.25999450683594
107,159.97000122070312
108,159.72999572753906
109,162.86000061035156
110,164.13999938964844
111,164.52999877929688
112,164.42999267578125
113,166.0
114,165.27999877929688
115,165.61000061035156
116,170.44000244140625
117,172.4499969482422
118,169.25
119,169.86000061035156
120,169.3000030517578
121,168.58999633789062
122,169.6199951171875
123,171.97999572753906
124,171.22999572753906
125,171.17999267578125
126,167.39999389648438
127,168.0800018310547
128,170.75
129,171.0
130,170.0
131,166.91000366210938
132,167.41000366210938
133,167.77999877929688
134,169.63999938964844
135,168.7100067138672
136,167.74000549316406
137,166.32000732421875
138,167.24000549316406
139,168.0500030517578
140,169.9199981689453
141,171.97000122070312
142,172.02000427246094
143,170.72000122070312
144,172.08999633789062
145,173.2100067138672
146,170.9499969482422
147,173.50999450683594
148,172.9600067138672
149,173.0500030517578
150,170.9600067138672
151,171.63999938964844
152,170.00999450683594
153,172.52000427246094
154,172.1699981689453
155,171.11000061035156
156,170.5399932861328
157,162.8699951171875
158,164.2100067138672
159,167.67999267578125
160,168.72999572753906
161,170.8699951171875
162,169.47000122070312
163,169.9600067138672
164,168.4199981689453
165,171.24000549316406
166,172.22999572753906
167,172.5
168,171.58999633789062
169,172.74000549316406
170,172.5500030517578
171,173.74000549316406
172,174.52000427246094
173,176.11000061035156
174,176.02999877929688
175,174.55999755859375
176,174.97999572753906
177,171.27000427246094
178,171.8000030517578
179,170.60000610351562
180,170.6300048828125
181,177.8800048828125
182,179.8699951171875
183,180.05999755859375
184,182.66000366210935
185,178.9199981689453
186,178.9199981689453
187,180.1699981689453
188,180.25
189,179.55999755859375
190,179.3000030517578
191,178.4600067138672
192,178.77000427246094
193,178.07000732421875
194,177.9499969482422
195,179.58999633789062
196,179.0
197,178.74000549316406
198,181.8600006103516
199,180.8699951171875
200,182.77999877929688
201,183.02999877929688
202,182.4199981689453
203,175.1300048828125
204,177.17999267578125
205,175.10000610351562
206,171.47000122070312
207,172.8300018310547
208,176.05999755859375
209,180.13999938964844
210,179.0
211,179.0399932861328
212,176.9600067138672
213,178.3000030517578
214,178.38999938964844
215,180.17999267578125
216,180.82000732421875
217,179.50999450683594
218,177.88999938964844
219,177.4499969482422
220,177.1999969482422
221,175.99000549316406
222,177.6199951171875
223,177.9199981689453
224,176.4600067138672
225,181.4199981689453
226,184.6699981689453
227,184.3300018310547
228,186.8500061035156
229,188.27999877929688
230,187.8699951171875
231,187.83999633789065
232,187.7700042724609
233,179.3699951171875
234,178.38999938964844
235,177.60000610351562
236,179.8000030517578
237,181.2899932861328
238,185.3699951171875
239,189.3500061035156
240,186.5500030517578
241,187.47999572753903
242,190.0
243,185.97999572753903
244,187.1199951171875
245,186.88999938964844
246,193.08999633789065
247,190.27999877929688
248,181.25999450683597
249,185.30999755859372
250,180.17999267578125
