,4. close
1548,16.69
1549,17.06
1550,16.5
1551,17.56
1552,18.03
1553,18.69
1554,19.31
1555,18.5
1556,18.81
1557,18.94
1558,18.5
1559,19.0
1560,19.87
1561,20.25
1562,19.37
1563,19.06
1564,20.19
1565,20.06
1566,21.31
1567,21.44
1568,22.25
1569,22.31
1570,20.5
1571,19.56
1572,19.31
1573,18.56
1574,18.5
1575,18.5
1576,18.87
1577,20.37
1578,19.5
1579,18.94
1580,20.12
1581,20.12
1582,21.5
1583,22.06
1584,20.0
1585,19.62
1586,20.87
1587,21.75
1588,22.19
1589,22.06
1590,23.62
1591,22.31
1592,24.25
1593,25.75
1594,53.5
1595,48.94
1596,51.44
1597,53.5
1598,52.19
1599,56.69
1600,61.05
1601,59.94
1602,60.66
1603,55.23
1604,56.86
1605,58.0
1606,57.75
1607,58.44
1608,58.88
1609,62.0
1610,58.44
1611,62.44
1612,63.44
1613,60.94
1614,59.5
1615,59.19
1616,58.06
1617,56.81
1618,56.11
1619,54.31
1620,51.69
1621,50.5
1622,50.0
1623,51.44
1624,48.5
1625,46.69
1626,47.06
1627,47.69
1628,47.56
1629,47.5
1630,46.75
1631,47.94
1632,47.38
1633,48.0
1634,47.25
1635,49.31
1636,50.81
1637,48.31
1638,52.0
1639,50.06
1640,50.06
1641,48.69
1642,53.56
1643,55.13
1644,52.69
1645,57.25
1646,58.31
1647,57.69
1648,56.5
1649,58.88
1650,56.94
1651,57.13
1652,54.44
1653,51.81
1654,51.63
1655,53.31
1656,52.38
1657,51.25
1658,54.44
1659,51.75
1660,54.13
1661,51.69
1662,53.75
1663,55.63
1664,101.25
1665,96.62
1666,91.19
1667,92.37
1668,90.44
1669,94.5
1670,91.19
1671,95.75
1672,94.81
1673,96.56
1674,92.87
1675,91.31
1676,92.56
1677,89.12
1678,84.0
1679,87.56
1680,86.37
1681,87.27
1682,87.69
1683,85.81
1684,89.94
1685,94.0
1686,100.75
1687,101.37
1688,105.69
1689,101.0
1690,107.62
1691,102.81
1692,99.31
1693,105.44
1694,110.12
1695,113.12
1696,110.69
1697,115.06
1698,117.87
1699,124.31
1700,124.06
1701,126.75
1702,121.31
1703,128.31
1704,120.5
1705,118.87
1706,121.12
1707,126.87
1708,123.87
1709,111.87
1710,113.81
1711,109.25
1712,119.44
1713,125.0
1714,131.75
1715,125.19
1716,130.38
1717,127.31
1718,133.31
1719,135.81
1720,125.75
1721,135.94
1722,139.13
1723,139.56
1724,138.69
1725,141.31
1726,144.19
1727,134.94
1728,123.0
1729,125.0
1730,121.56
1731,116.25
1732,114.25
1733,121.31
1734,125.75
1735,122.25
1736,122.0
1737,122.87
1738,125.69
1739,128.0
1740,122.0
1741,130.31
1742,114.62
1743,113.25
1744,110.37
1745,115.2
1746,116.25
1747,113.81
1748,111.25
1749,114.87
1750,114.12
1751,119.0
1752,115.81
1753,108.75
1754,113.5
1755,112.62
1756,114.87
1757,114.06
1758,108.0
1759,103.31
1760,98.81
1761,100.25
1762,103.75
1763,101.62
1764,110.0
1765,110.19
1766,112.25
1767,106.25
1768,111.31
1769,113.5
1770,106.56
1771,103.94
1772,100.44
1773,96.75
1774,87.19
1775,92.75
1776,97.75
1777,99.5
1778,95.0
1779,104.0
1780,102.5
1781,111.94
1782,102.81
1783,100.31
1784,100.69
1785,98.19
1786,99.31
1787,103.5
1788,99.94
1789,102.5
1790,98.0
1791,100.0
1792,98.31
1793,97.0
1794,94.87
1795,99.0
1796,103.0
1797,105.25
1798,110.06
1799,117.81
1800,116.0
1801,115.0
1802,110.19
1803,103.06
1804,97.87
1805,94.56
1806,95.06
1807,94.69
1808,92.81
1809,90.62
1810,92.44
1811,89.62
1812,90.25
1813,91.19
1814,89.44
1815,90.62
1816,92.25
1817,91.44
1818,89.62
1819,96.37
1820,88.31
1821,83.62
1822,81.5
1823,80.25
1824,77.62
